1 0
1.00025 0.000509443
1.0005 0.000998694
1.00074 0.0014758
1.00097 0.00194554
1.0012 0.00241081
1.00143 0.00287336
1.00166 0.0033343
1.00189 0.00379429
1.00212 0.00425377
1.00235 0.00471298
1.00257 0.00517211
1.0028 0.00563124
1.00303 0.00609044
1.00325 0.00654976
1.00348 0.00700922
1.00371 0.00746883
1.00393 0.0079286
1.00416 0.00838854
1.00439 0.00884865
1.00461 0.00930894
1.00484 0.00976941
1.00506 0.0102301
1.00529 0.0106909
1.00551 0.0111519
1.00574 0.0116131
1.00596 0.0120744
1.00619 0.012536
1.00641 0.0129977
1.00664 0.0134596
1.00686 0.0139216
1.00709 0.0143839
1.00731 0.0148463
1.00754 0.0153089
1.00776 0.0157717
1.00799 0.0162347
1.00821 0.0166979
1.00843 0.0171612
1.00866 0.0176247
1.00888 0.0180884
1.00911 0.0185523
1.00933 0.0190163
1.00955 0.0194805
1.00978 0.0199449
1.01 0.0204095
1.01022 0.0208743
1.01044 0.0213392
1.01067 0.0218044
1.01089 0.0222697
1.01111 0.0227351
1.01133 0.0232008
1.01156 0.0236666
1.01178 0.0241327
1.012 0.0245989
1.01222 0.0250652
1.01244 0.0255318
1.01267 0.0259985
1.01289 0.0264655
1.01311 0.0269326
1.01333 0.0273998
1.01355 0.0278673
1.01377 0.0283349
1.01399 0.0288027
1.01421 0.0292707
1.01443 0.0297389
1.01465 0.0302073
1.01487 0.0306758
1.01509 0.0311445
1.01531 0.0316134
1.01553 0.0320825
1.01575 0.0325517
1.01597 0.0330211
1.01619 0.0334907
1.01641 0.0339605
1.01663 0.0344305
1.01685 0.0349006
1.01707 0.035371
1.01729 0.0358415
1.01751 0.0363121
1.01773 0.036783
1.01795 0.0372541
1.01816 0.0377253
1.01838 0.0381967
1.0186 0.0386682
1.01882 0.03914
1.01904 0.0396119
1.01925 0.0400841
1.01947 0.0405564
1.01969 0.0410288
1.01991 0.0415015
1.02012 0.0419743
1.02034 0.0424473
1.02056 0.0429205
1.02078 0.0433939
1.02099 0.0438675
1.02121 0.0443412
1.02142 0.0448151
1.02164 0.0452892
1.02186 0.0457634
1.02207 0.0462379
1.02229 0.0467125
1.02251 0.0471873
1.02272 0.0476623
1.02294 0.0481375
1.02315 0.0486128
1.02337 0.0490883
1.02358 0.049564
1.0238 0.0500399
1.02401 0.050516
1.02423 0.0509922
1.02444 0.0514686
1.02466 0.0519452
1.02487 0.052422
1.02509 0.052899
1.0253 0.0533761
1.02551 0.0538534
1.02573 0.0543309
1.02594 0.0548086
1.02615 0.0552864
1.02637 0.0557645
1.02658 0.0562427
1.0268 0.0567211
1.02701 0.0571996
1.02722 0.0576784
1.02743 0.0581573
1.02765 0.0586364
1.02786 0.0591157
1.02807 0.0595952
1.02828 0.0600748
1.0285 0.0605546
1.02871 0.0610346
1.02892 0.0615148
1.02913 0.0619952
1.02934 0.0624757
1.02956 0.0629564
1.02977 0.0634373
1.02998 0.0639184
1.03019 0.0643997
1.0304 0.0648811
1.03061 0.0653627
1.03082 0.0658445
1.03103 0.0663265
1.03124 0.0668086
1.03145 0.0672909
1.03166 0.0677734
1.03187 0.0682561
1.03208 0.068739
1.03229 0.069222
1.0325 0.0697053
1.03271 0.0701887
1.03292 0.0706722
1.03313 0.071156
1.03334 0.0716399
1.03355 0.0721241
1.03376 0.0726084
1.03397 0.0730928
1.03417 0.0735775
1.03438 0.0740623
1.03459 0.0745473
1.0348 0.0750325
1.03501 0.0755179
1.03522 0.0760034
1.03542 0.0764892
1.03563 0.0769751
1.03584 0.0774612
1.03605 0.0779474
1.03625 0.0784339
1.03646 0.0789205
1.03667 0.0794073
1.03687 0.0798943
1.03708 0.0803814
1.03729 0.0808688
1.03749 0.0813563
1.0377 0.081844
1.03791 0.0823319
1.03811 0.0828199
1.03832 0.0833081
1.03852 0.0837965
1.03873 0.0842851
1.03893 0.0847739
1.03914 0.0852629
1.03934 0.085752
1.03955 0.0862413
1.03975 0.0867308
1.03996 0.0872204
1.04016 0.0877103
1.04037 0.0882003
1.04057 0.0886905
1.04078 0.0891808
1.04098 0.0896714
1.04118 0.0901621
1.04139 0.090653
1.04159 0.0911441
1.0418 0.0916354
1.042 0.0921268
1.0422 0.0926185
1.0424 0.0931103
1.04261 0.0936023
1.04281 0.0940944
1.04301 0.0945868
1.04322 0.0950793
1.04342 0.095572
1.04362 0.0960648
1.04382 0.0965579
1.04402 0.0970511
1.04423 0.0975445
1.04443 0.0980381
1.04463 0.0985319
1.04483 0.0990258
1.04503 0.09952
1.04523 0.100014
1.04543 0.100509
1.04563 0.101003
1.04584 0.101498
1.04604 0.101993
1.04624 0.102488
1.04644 0.102984
1.04664 0.103479
1.04684 0.103975
1.04704 0.104471
1.04724 0.104967
1.04744 0.105463
1.04764 0.10596
1.04783 0.106456
1.04803 0.106953
1.04823 0.10745
1.04843 0.107947
1.04863 0.108445
1.04883 0.108942
1.04903 0.10944
1.04922 0.109938
1.04942 0.110436
1.04962 0.110934
1.04982 0.111432
1.05002 0.111931
1.05021 0.11243
1.05041 0.112929
1.05061 0.113428
1.05081 0.113927
1.051 0.114427
1.0512 0.114926
1.0514 0.115426
1.05159 0.115926
1.05179 0.116426
1.05199 0.116927
1.05218 0.117427
1.05238 0.117928
1.05257 0.118429
1.05277 0.11893
1.05296 0.119431
1.05316 0.119932
1.05335 0.120434
1.05355 0.120936
1.05374 0.121438
1.05394 0.12194
1.05413 0.122442
1.05433 0.122945
1.05452 0.123447
1.05472 0.12395
1.05491 0.124453
1.0551 0.124956
1.0553 0.12546
1.05549 0.125963
1.05569 0.126467
