0 1 0
0.000924307 0.999998 -0.00388844
0.00181061 0.999993 -0.00761614
0.00267388 0.999985 -0.0112462
0.00352298 0.999974 -0.0148158
0.00436329 0.99996 -0.0183477
0.00519808 0.999943 -0.0218557
0.00602937 0.999924 -0.0253482
0.00685842 0.999901 -0.0288305
0.00768601 0.999876 -0.0323059
0.00851263 0.999848 -0.0357764
0.00933859 0.999817 -0.0392434
0.0101641 0.999783 -0.0427075
0.0109892 0.999746 -0.0461694
0.011814 0.999707 -0.0496293
0.0126386 0.999664 -0.0530874
0.013463 0.999619 -0.0565438
0.0142872 0.999571 -0.0599986
0.0151112 0.99952 -0.0634519
0.0159351 0.999467 -0.0669036
0.0167588 0.99941 -0.0703538
0.0175823 0.999351 -0.0738026
0.0184057 0.999288 -0.0772498
0.019229 0.999223 -0.0806956
0.0200521 0.999156 -0.0841399
0.020875 0.999085 -0.0875827
0.0216978 0.999011 -0.091024
0.0225205 0.998935 -0.0944639
0.023343 0.998856 -0.0979023
0.0241654 0.998774 -0.101339
0.0249876 0.998689 -0.104775
0.0258097 0.998602 -0.108208
0.0266316 0.998512 -0.111641
0.0274535 0.998418 -0.115072
0.0282751 0.998322 -0.118501
0.0290967 0.998224 -0.121929
0.0299181 0.998122 -0.125356
0.0307394 0.998018 -0.128781
0.0315605 0.997911 -0.132204
0.0323815 0.997801 -0.135626
0.0332024 0.997688 -0.139047
0.0340231 0.997572 -0.142466
0.0348438 0.997454 -0.145884
0.0356643 0.997333 -0.1493
0.0364846 0.997209 -0.152714
0.0373049 0.997082 -0.156127
0.038125 0.996953 -0.159539
0.038945 0.996821 -0.162949
0.0397649 0.996686 -0.166358
0.0405847 0.996548 -0.169765
0.0414043 0.996407 -0.17317
0.0422238 0.996264 -0.176574
0.0430432 0.996118 -0.179977
0.0438625 0.995969 -0.183378
0.0446817 0.995818 -0.186777
0.0455008 0.995663 -0.190175
0.0463197 0.995506 -0.193572
0.0471385 0.995346 -0.196967
0.0479573 0.995184 -0.20036
0.0487759 0.995018 -0.203752
0.0495944 0.99485 -0.207143
0.0504128 0.994679 -0.210532
0.051231 0.994505 -0.213919
0.0520492 0.994329 -0.217305
0.0528673 0.99415 -0.220689
0.0536852 0.993968 -0.224072
0.0545031 0.993783 -0.227453
0.0553209 0.993596 -0.230833
0.0561385 0.993406 -0.234211
0.0569561 0.993213 -0.237588
0.0577735 0.993017 -0.240963
0.0585908 0.992819 -0.244337
0.0594081 0.992618 -0.247709
0.0602252 0.992414 -0.251079
0.0610423 0.992208 -0.254448
0.0618592 0.991998 -0.257815
0.0626761 0.991786 -0.261181
0.0634928 0.991572 -0.264545
0.0643095 0.991354 -0.267908
0.0651261 0.991134 -0.271269
0.0659425 0.990911 -0.274629
0.0667589 0.990686 -0.277987
0.0675752 0.990457 -0.281343
0.0683914 0.990226 -0.284698
0.0692075 0.989993 -0.288051
0.0700235 0.989756 -0.291402
0.0708394 0.989517 -0.294753
