# eps=0 u'(0)=0
15.3014 0.802264
15.3015 0.802318
15.3016 0.802371
15.3017 0.802424
15.3018 0.802478
15.302 0.802531
15.3021 0.802584
15.3022 0.802637
15.3023 0.802691
15.3024 0.802744
15.3025 0.802798
15.3027 0.802851
15.3028 0.802904
15.3029 0.802958
15.303 0.803011
15.3031 0.803064
15.3032 0.803118
15.3034 0.803171
15.3035 0.803224
15.3036 0.803278
15.3037 0.803331
15.3038 0.803385
15.3039 0.803438
15.3041 0.803491
15.3042 0.803545
15.3043 0.803598
15.3044 0.803651
15.3045 0.803705
15.3046 0.803758
15.3047 0.803812
15.3049 0.803865
15.305 0.803919
15.3051 0.803972
15.3052 0.804025
15.3053 0.804079
15.3054 0.804132
15.3056 0.804186
15.3057 0.804239
15.3058 0.804293
15.3059 0.804346
15.306 0.804399
15.3061 0.804453
15.3063 0.804506
15.3064 0.80456
15.3065 0.804613
15.3066 0.804667
15.3067 0.80472
15.3068 0.804774
15.307 0.804827
15.3071 0.804881
15.3072 0.804934
15.3073 0.804988
15.3074 0.805041
15.3075 0.805095
15.3077 0.805148
15.3078 0.805202
15.3079 0.805255
15.308 0.805309
15.3081 0.805362
15.3082 0.805416
15.3084 0.805469
15.3085 0.805523
15.3086 0.805576
15.3087 0.80563
15.3088 0.805683
15.3089 0.805737
15.309 0.805791
15.3092 0.805844
15.3093 0.805898
15.3094 0.805951
15.3095 0.806005
15.3096 0.806058
15.3097 0.806112
15.3099 0.806165
15.31 0.806219
15.3101 0.806273
15.3102 0.806326
15.3103 0.80638
15.3104 0.806433
15.3106 0.806487
15.3107 0.806541
15.3108 0.806594
15.3109 0.806648
15.311 0.806701
15.3111 0.806755
15.3113 0.806809
15.3114 0.806862
15.3115 0.806916
15.3116 0.80697
15.3117 0.807023
15.3118 0.807077
15.312 0.80713
15.3121 0.807184
15.3122 0.807238
15.3123 0.807291
15.3124 0.807345
15.3125 0.807399
15.3127 0.807452
15.3128 0.807506
15.3129 0.80756
15.313 0.807613
15.3131 0.807667
15.3132 0.807721
15.3134 0.807774
15.3135 0.807828
15.3136 0.807882
15.3137 0.807936
15.3138 0.807989
15.3139 0.808043
15.314 0.808097
15.3142 0.80815
15.3143 0.808204
15.3144 0.808258
15.3145 0.808311
15.3146 0.808365
15.3147 0.808419
15.3149 0.808473
15.315 0.808526
15.3151 0.80858
15.3152 0.808634
15.3153 0.808688
15.3154 0.808741
15.3156 0.808795
15.3157 0.808849
15.3158 0.808903
15.3159 0.808956
15.316 0.80901
15.3161 0.809064
15.3163 0.809118
15.3164 0.809172
15.3165 0.809225
15.3166 0.809279
15.3167 0.809333
15.3168 0.809387
15.317 0.80944
15.3171 0.809494
15.3172 0.809548
15.3173 0.809602
15.3174 0.809656
15.3175 0.80971
15.3177 0.809763
15.3178 0.809817
15.3179 0.809871
15.318 0.809925
15.3181 0.809979
15.3182 0.810033
15.3184 0.810086
15.3185 0.81014
15.3186 0.810194
15.3187 0.810248
15.3188 0.810302
15.3189 0.810356
15.3191 0.810409
15.3192 0.810463
15.3193 0.810517
15.3194 0.810571
15.3195 0.810625
15.3196 0.810679
15.3198 0.810733
15.3199 0.810787
15.32 0.810841
15.3201 0.810894
15.3202 0.810948
15.3203 0.811002
15.3204 0.811056
15.3206 0.81111
15.3207 0.811164
15.3208 0.811218
15.3209 0.811272
15.321 0.811326
15.3211 0.81138
15.3213 0.811434
15.3214 0.811488
15.3215 0.811541
15.3216 0.811595
15.3217 0.811649
15.3218 0.811703
15.322 0.811757
15.3221 0.811811
15.3222 0.811865
15.3223 0.811919
15.3224 0.811973
15.3225 0.812027
15.3227 0.812081
15.3228 0.812135
15.3229 0.812189
15.323 0.812243
15.3231 0.812297
15.3232 0.812351
15.3234 0.812405
15.3235 0.812459
15.3236 0.812513
15.3237 0.812567
15.3238 0.812621
15.3239 0.812675
15.3241 0.812729
15.3242 0.812783
15.3243 0.812837
15.3244 0.812891
15.3245 0.812945
15.3246 0.812999
15.3248 0.813053
15.3249 0.813107
15.325 0.813161
15.3251 0.813215
15.3252 0.813269
15.3253 0.813324
15.3255 0.813378
15.3256 0.813432
15.3257 0.813486
15.3258 0.81354
15.3259 0.813594
15.326 0.813648
15.3262 0.813702
15.3263 0.813756
15.3264 0.81381
15.3265 0.813864
15.3266 0.813918
15.3267 0.813973
15.3269 0.814027
15.327 0.814081
15.3271 0.814135
15.3272 0.814189
15.3273 0.814243
15.3274 0.814297
15.3276 0.814351
15.3277 0.814406
15.3278 0.81446
15.3279 0.814514
15.328 0.814568
15.3281 0.814622
15.3283 0.814676
15.3284 0.81473
15.3285 0.814785
15.3286 0.814839
15.3287 0.814893
15.3288 0.814947
15.329 0.815001
15.3291 0.815055
15.3292 0.81511
15.3293 0.815164
15.3294 0.815218
15.3295 0.815272
15.3297 0.815326
15.3298 0.815381
15.3299 0.815435
15.33 0.815489
15.3301 0.815543
15.3302 0.815597
15.3304 0.815652
15.3305 0.815706
15.3306 0.81576
15.3307 0.815814
15.3308 0.815868
15.3309 0.815923
15.3311 0.815977
15.3312 0.816031
15.3313 0.816085
15.3314 0.81614
15.3315 0.816194
15.3316 0.816248
15.3318 0.816302
15.3319 0.816357
15.332 0.816411
15.3321 0.816465
15.3322 0.816519
15.3323 0.816574
15.3325 0.816628
15.3326 0.816682
15.3327 0.816737
15.3328 0.816791
15.3329 0.816845
15.333 0.816899
15.3332 0.816954
15.3333 0.817008
15.3334 0.817062
15.3335 0.817117
15.3336 0.817171
15.3337 0.817225
15.3339 0.81728
15.334 0.817334
15.3341 0.817388
15.3342 0.817443
15.3343 0.817497
15.3344 0.817551
15.3346 0.817606
15.3347 0.81766
15.3348 0.817714
15.3349 0.817769
15.335 0.817823
15.3351 0.817877
15.3353 0.817932
15.3354 0.817986
15.3355 0.818041
15.3356 0.818095
15.3357 0.818149
15.3358 0.818204
15.336 0.818258
15.3361 0.818312
15.3362 0.818367
15.3363 0.818421
15.3364 0.818476
15.3365 0.81853
15.3367 0.818584
15.3368 0.818639
15.3369 0.818693
15.337 0.818748
15.3371 0.818802
15.3372 0.818857
15.3374 0.818911
15.3375 0.818965
15.3376 0.81902
15.3377 0.819074
15.3378 0.819129
15.3379 0.819183
15.3381 0.819238
15.3382 0.819292
15.3383 0.819347
15.3384 0.819401
15.3385 0.819455
15.3386 0.81951
15.3388 0.819564
15.3389 0.819619
15.339 0.819673
15.3391 0.819728
15.3392 0.819782
15.3393 0.819837
15.3395 0.819891
15.3396 0.819946
15.3397 0.82
15.3398 0.820055
15.3399 0.820109
15.34 0.820164
15.3402 0.820218
15.3403 0.820273
15.3404 0.820327
15.3405 0.820382
15.3406 0.820436
15.3407 0.820491
15.3409 0.820545
15.341 0.8206
15.3411 0.820655
15.3412 0.820709
15.3413 0.820764
15.3414 0.820818
15.3416 0.820873
15.3417 0.820927
15.3418 0.820982
15.3419 0.821036
15.342 0.821091
15.3422 0.821146
15.3423 0.8212
15.3424 0.821255
15.3425 0.821309
15.3426 0.821364
15.3427 0.821419
15.3429 0.821473
15.343 0.821528
15.3431 0.821582
15.3432 0.821637
15.3433 0.821692
15.3434 0.821746
15.3436 0.821801
15.3437 0.821855
15.3438 0.82191
15.3439 0.821965
15.344 0.822019
15.3441 0.822074
15.3443 0.822129
15.3444 0.822183
15.3445 0.822238
15.3446 0.822292
15.3447 0.822347
15.3448 0.822402
15.345 0.822456
15.3451 0.822511
15.3452 0.822566
15.3453 0.82262
15.3454 0.822675
15.3455 0.82273
15.3457 0.822784
15.3458 0.822839
15.3459 0.822894
15.346 0.822949
15.3461 0.823003
15.3462 0.823058
15.3464 0.823113
15.3465 0.823167
15.3466 0.823222
15.3467 0.823277
15.3468 0.823331
15.3469 0.823386
15.3471 0.823441
15.3472 0.823496
15.3473 0.82355
15.3474 0.823605
15.3475 0.82366
15.3476 0.823715
15.3478 0.823769
15.3479 0.823824
15.348 0.823879
15.3481 0.823934
15.3482 0.823988
15.3483 0.824043
15.3485 0.824098
15.3486 0.824153
15.3487 0.824207
15.3488 0.824262
15.3489 0.824317
15.3491 0.824372
15.3492 0.824426
15.3493 0.824481
15.3494 0.824536
15.3495 0.824591
15.3496 0.824646
15.3498 0.8247
15.3499 0.824755
15.35 0.82481
15.3501 0.824865
15.3502 0.82492
15.3503 0.824975
15.3505 0.825029
15.3506 0.825084
15.3507 0.825139
15.3508 0.825194
15.3509 0.825249
15.351 0.825303
15.3512 0.825358
15.3513 0.825413
15.3514 0.825468
15.3515 0.825523
15.3516 0.825578
15.3517 0.825633
15.3519 0.825687
15.352 0.825742
15.3521 0.825797
15.3522 0.825852
15.3523 0.825907
15.3524 0.825962
15.3526 0.826017
15.3527 0.826072
15.3528 0.826127
15.3529 0.826181
15.353 0.826236
15.3531 0.826291
15.3533 0.826346
15.3534 0.826401
15.3535 0.826456
15.3536 0.826511
15.3537 0.826566
15.3539 0.826621
15.354 0.826676
15.3541 0.826731
15.3542 0.826785
15.3543 0.82684
15.3544 0.826895
15.3546 0.82695
15.3547 0.827005
15.3548 0.82706
15.3549 0.827115
15.355 0.82717
15.3551 0.827225
15.3553 0.82728
15.3554 0.827335
15.3555 0.82739
15.3556 0.827445
15.3557 0.8275
15.3558 0.827555
15.356 0.82761
15.3561 0.827665
15.3562 0.82772
15.3563 0.827775
15.3564 0.82783
15.3565 0.827885
15.3567 0.82794
15.3568 0.827995
15.3569 0.82805
15.357 0.828105
15.3571 0.82816
15.3572 0.828215
15.3574 0.82827
15.3575 0.828325
15.3576 0.82838
15.3577 0.828435
15.3578 0.82849
15.358 0.828545
15.3581 0.8286
15.3582 0.828655
15.3583 0.82871
15.3584 0.828765
15.3585 0.82882
15.3587 0.828876
15.3588 0.828931
15.3589 0.828986
15.359 0.829041
15.3591 0.829096
15.3592 0.829151
15.3594 0.829206
15.3595 0.829261
15.3596 0.829316
15.3597 0.829371
15.3598 0.829426
15.3599 0.829481
15.3601 0.829537
15.3602 0.829592
15.3603 0.829647
15.3604 0.829702
15.3605 0.829757
15.3606 0.829812
15.3608 0.829867
15.3609 0.829922
15.361 0.829978
15.3611 0.830033
15.3612 0.830088
15.3614 0.830143
15.3615 0.830198
15.3616 0.830253
15.3617 0.830308
15.3618 0.830364
15.3619 0.830419
15.3621 0.830474
15.3622 0.830529
15.3623 0.830584
15.3624 0.830639
15.3625 0.830695
15.3626 0.83075
15.3628 0.830805
15.3629 0.83086
15.363 0.830915
15.3631 0.830971
15.3632 0.831026
15.3633 0.831081
15.3635 0.831136
15.3636 0.831191
15.3637 0.831247
15.3638 0.831302
15.3639 0.831357
15.364 0.831412
15.3642 0.831467
15.3643 0.831523
15.3644 0.831578
15.3645 0.831633
15.3646 0.831688
15.3648 0.831744
15.3649 0.831799
15.365 0.831854
15.3651 0.831909
15.3652 0.831965
15.3653 0.83202
15.3655 0.832075
15.3656 0.83213
15.3657 0.832186
15.3658 0.832241
15.3659 0.832296
15.366 0.832352
15.3662 0.832407
15.3663 0.832462
15.3664 0.832517
15.3665 0.832573
15.3666 0.832628
15.3667 0.832683
15.3669 0.832739
15.367 0.832794
15.3671 0.832849
15.3672 0.832904
15.3673 0.83296
15.3675 0.833015
15.3676 0.83307
15.3677 0.833126
15.3678 0.833181
15.3679 0.833236
15.368 0.833292
15.3682 0.833347
15.3683 0.833402
15.3684 0.833458
15.3685 0.833513
15.3686 0.833569
15.3687 0.833624
15.3689 0.833679
15.369 0.833735
15.3691 0.83379
15.3692 0.833845
15.3693 0.833901
15.3694 0.833956
15.3696 0.834011
15.3697 0.834067
15.3698 0.834122
15.3699 0.834178
15.37 0.834233
15.3702 0.834288
15.3703 0.834344
15.3704 0.834399
15.3705 0.834455
15.3706 0.83451
15.3707 0.834565
15.3709 0.834621
15.371 0.834676
15.3711 0.834732
15.3712 0.834787
15.3713 0.834843
15.3714 0.834898
15.3716 0.834953
15.3717 0.835009
15.3718 0.835064
15.3719 0.83512
15.372 0.835175
15.3721 0.835231
15.3723 0.835286
15.3724 0.835342
15.3725 0.835397
15.3726 0.835453
15.3727 0.835508
15.3729 0.835564
15.373 0.835619
15.3731 0.835675
15.3732 0.83573
15.3733 0.835785
15.3734 0.835841
15.3736 0.835896
15.3737 0.835952
15.3738 0.836007
15.3739 0.836063
15.374 0.836118
15.3741 0.836174
15.3743 0.83623
15.3744 0.836285
15.3745 0.836341
15.3746 0.836396
15.3747 0.836452
15.3749 0.836507
15.375 0.836563
15.3751 0.836618
15.3752 0.836674
15.3753 0.836729
15.3754 0.836785
15.3756 0.83684
15.3757 0.836896
15.3758 0.836952
15.3759 0.837007
15.376 0.837063
15.3761 0.837118
15.3763 0.837174
15.3764 0.837229
15.3765 0.837285
15.3766 0.837341
15.3767 0.837396
15.3768 0.837452
15.377 0.837507
15.3771 0.837563
15.3772 0.837619
15.3773 0.837674
15.3774 0.83773
15.3776 0.837785
15.3777 0.837841
15.3778 0.837897
15.3779 0.837952
15.378 0.838008
15.3781 0.838063
15.3783 0.838119
15.3784 0.838175
15.3785 0.83823
15.3786 0.838286
15.3787 0.838342
15.3788 0.838397
15.379 0.838453
15.3791 0.838509
15.3792 0.838564
15.3793 0.83862
15.3794 0.838676
15.3796 0.838731
15.3797 0.838787
15.3798 0.838843
15.3799 0.838898
15.38 0.838954
15.3801 0.83901
15.3803 0.839065
15.3804 0.839121
15.3805 0.839177
15.3806 0.839232
15.3807 0.839288
15.3808 0.839344
15.381 0.839399
15.3811 0.839455
15.3812 0.839511
15.3813 0.839567
15.3814 0.839622
15.3816 0.839678
15.3817 0.839734
15.3818 0.83979
15.3819 0.839845
15.382 0.839901
15.3821 0.839957
15.3823 0.840012
15.3824 0.840068
15.3825 0.840124
15.3826 0.84018
15.3827 0.840235
15.3828 0.840291
15.383 0.840347
15.3831 0.840403
15.3832 0.840459
15.3833 0.840514
15.3834 0.84057
15.3836 0.840626
15.3837 0.840682
15.3838 0.840737
15.3839 0.840793
15.384 0.840849
15.3841 0.840905
15.3843 0.840961
15.3844 0.841016
15.3845 0.841072
15.3846 0.841128
15.3847 0.841184
15.3848 0.84124
15.385 0.841295
15.3851 0.841351
15.3852 0.841407
15.3853 0.841463
15.3854 0.841519
15.3856 0.841575
15.3857 0.84163
15.3858 0.841686
15.3859 0.841742
15.386 0.841798
15.3861 0.841854
15.3863 0.84191
15.3864 0.841966
15.3865 0.842021
15.3866 0.842077
15.3867 0.842133
15.3869 0.842189
15.387 0.842245
15.3871 0.842301
15.3872 0.842357
15.3873 0.842413
15.3874 0.842468
15.3876 0.842524
15.3877 0.84258
15.3878 0.842636
15.3879 0.842692
15.388 0.842748
15.3881 0.842804
15.3883 0.84286
15.3884 0.842916
15.3885 0.842972
15.3886 0.843027
15.3887 0.843083
15.3889 0.843139
15.389 0.843195
15.3891 0.843251
15.3892 0.843307
15.3893 0.843363
15.3894 0.843419
15.3896 0.843475
15.3897 0.843531
15.3898 0.843587
15.3899 0.843643
15.39 0.843699
15.3901 0.843755
15.3903 0.843811
15.3904 0.843867
15.3905 0.843923
15.3906 0.843979
15.3907 0.844035
15.3909 0.844091
15.391 0.844147
15.3911 0.844203
15.3912 0.844259
15.3913 0.844315
15.3914 0.844371
15.3916 0.844427
15.3917 0.844483
15.3918 0.844539
15.3919 0.844595
15.392 0.844651
15.3922 0.844707
15.3923 0.844763
15.3924 0.844819
15.3925 0.844875
15.3926 0.844931
15.3927 0.844987
15.3929 0.845043
15.393 0.845099
15.3931 0.845155
15.3932 0.845211
15.3933 0.845267
15.3934 0.845323
15.3936 0.845379
15.3937 0.845435
15.3938 0.845491
15.3939 0.845547
15.394 0.845603
15.3942 0.845659
15.3943 0.845716
15.3944 0.845772
15.3945 0.845828
15.3946 0.845884
15.3947 0.84594
15.3949 0.845996
15.395 0.846052
15.3951 0.846108
15.3952 0.846164
15.3953 0.84622
15.3955 0.846276
15.3956 0.846333
15.3957 0.846389
15.3958 0.846445
15.3959 0.846501
15.396 0.846557
15.3962 0.846613
15.3963 0.846669
15.3964 0.846725
15.3965 0.846782
15.3966 0.846838
15.3968 0.846894
15.3969 0.84695
15.397 0.847006
15.3971 0.847062
15.3972 0.847119
15.3973 0.847175
15.3975 0.847231
15.3976 0.847287
15.3977 0.847343
15.3978 0.847399
15.3979 0.847456
15.398 0.847512
15.3982 0.847568
15.3983 0.847624
15.3984 0.84768
15.3985 0.847736
15.3986 0.847793
15.3988 0.847849
15.3989 0.847905
15.399 0.847961
15.3991 0.848017
15.3992 0.848074
15.3993 0.84813
15.3995 0.848186
15.3996 0.848242
15.3997 0.848299
15.3998 0.848355
15.3999 0.848411
15.4001 0.848467
15.4002 0.848524
15.4003 0.84858
15.4004 0.848636
15.4005 0.848692
15.4006 0.848748
15.4008 0.848805
15.4009 0.848861
15.401 0.848917
15.4011 0.848974
15.4012 0.84903
15.4014 0.849086
15.4015 0.849142
15.4016 0.849199
15.4017 0.849255
15.4018 0.849311
15.4019 0.849367
15.4021 0.849424
15.4022 0.84948
15.4023 0.849536
15.4024 0.849593
15.4025 0.849649
15.4027 0.849705
15.4028 0.849762
15.4029 0.849818
15.403 0.849874
15.4031 0.849931
15.4032 0.849987
15.4034 0.850043
15.4035 0.850099
15.4036 0.850156
15.4037 0.850212
15.4038 0.850268
15.404 0.850325
15.4041 0.850381
15.4042 0.850438
15.4043 0.850494
15.4044 0.85055
15.4045 0.850607
15.4047 0.850663
15.4048 0.850719
15.4049 0.850776
15.405 0.850832
15.4051 0.850888
15.4053 0.850945
15.4054 0.851001
15.4055 0.851058
15.4056 0.851114
15.4057 0.85117
15.4058 0.851227
15.406 0.851283
15.4061 0.85134
15.4062 0.851396
15.4063 0.851452
15.4064 0.851509
15.4066 0.851565
15.4067 0.851622
15.4068 0.851678
15.4069 0.851734
15.407 0.851791
15.4071 0.851847
15.4073 0.851904
15.4074 0.85196
15.4075 0.852017
15.4076 0.852073
15.4077 0.852129
15.4079 0.852186
15.408 0.852242
15.4081 0.852299
15.4082 0.852355
15.4083 0.852412
15.4084 0.852468
15.4086 0.852525
15.4087 0.852581
15.4088 0.852638
15.4089 0.852694
15.409 0.85275
15.4092 0.852807
15.4093 0.852863
15.4094 0.85292
15.4095 0.852976
15.4096 0.853033
15.4097 0.853089
15.4099 0.853146
15.41 0.853202
15.4101 0.853259
15.4102 0.853315
15.4103 0.853372
15.4105 0.853428
15.4106 0.853485
15.4107 0.853541
15.4108 0.853598
15.4109 0.853655
15.411 0.853711
15.4112 0.853768
15.4113 0.853824
15.4114 0.853881
15.4115 0.853937
15.4116 0.853994
15.4118 0.85405
15.4119 0.854107
15.412 0.854163
15.4121 0.85422
15.4122 0.854277
15.4123 0.854333
15.4125 0.85439
15.4126 0.854446
15.4127 0.854503
15.4128 0.854559
15.4129 0.854616
15.4131 0.854673
15.4132 0.854729
15.4133 0.854786
15.4134 0.854842
15.4135 0.854899
15.4136 0.854956
15.4138 0.855012
15.4139 0.855069
15.414 0.855125
15.4141 0.855182
15.4142 0.855239
15.4144 0.855295
15.4145 0.855352
15.4146 0.855408
15.4147 0.855465
15.4148 0.855522
15.4149 0.855578
15.4151 0.855635
15.4152 0.855692
15.4153 0.855748
15.4154 0.855805
15.4155 0.855862
15.4157 0.855918
15.4158 0.855975
15.4159 0.856032
15.416 0.856088
15.4161 0.856145
15.4162 0.856202
15.4164 0.856258
15.4165 0.856315
15.4166 0.856372
15.4167 0.856428
15.4168 0.856485
15.417 0.856542
15.4171 0.856598
15.4172 0.856655
15.4173 0.856712
15.4174 0.856768
15.4175 0.856825
15.4177 0.856882
15.4178 0.856939
15.4179 0.856995
15.418 0.857052
15.4181 0.857109
15.4183 0.857165
15.4184 0.857222
15.4185 0.857279
15.4186 0.857336
15.4187 0.857392
15.4189 0.857449
15.419 0.857506
15.4191 0.857563
15.4192 0.857619
15.4193 0.857676
15.4194 0.857733
15.4196 0.85779
15.4197 0.857846
15.4198 0.857903
15.4199 0.85796
15.42 0.858017
15.4202 0.858073
15.4203 0.85813
15.4204 0.858187
15.4205 0.858244
15.4206 0.8583
15.4207 0.858357
15.4209 0.858414
15.421 0.858471
15.4211 0.858528
15.4212 0.858584
15.4213 0.858641
15.4215 0.858698
15.4216 0.858755
15.4217 0.858812
15.4218 0.858868
15.4219 0.858925
15.422 0.858982
15.4222 0.859039
15.4223 0.859096
15.4224 0.859153
15.4225 0.859209
15.4226 0.859266
15.4228 0.859323
15.4229 0.85938
15.423 0.859437
15.4231 0.859494
15.4232 0.85955
15.4234 0.859607
15.4235 0.859664
15.4236 0.859721
15.4237 0.859778
15.4238 0.859835
15.4239 0.859892
15.4241 0.859949
15.4242 0.860005
15.4243 0.860062
15.4244 0.860119
15.4245 0.860176
15.4247 0.860233
15.4248 0.86029
15.4249 0.860347
15.425 0.860404
15.4251 0.860461
15.4252 0.860517
15.4254 0.860574
15.4255 0.860631
15.4256 0.860688
15.4257 0.860745
15.4258 0.860802
15.426 0.860859
15.4261 0.860916
15.4262 0.860973
15.4263 0.86103
15.4264 0.861087
15.4266 0.861144
15.4267 0.8612
15.4268 0.861257
15.4269 0.861314
15.427 0.861371
15.4271 0.861428
15.4273 0.861485
15.4274 0.861542
15.4275 0.861599
15.4276 0.861656
15.4277 0.861713
15.4279 0.86177
15.428 0.861827
15.4281 0.861884
15.4282 0.861941
15.4283 0.861998
15.4284 0.862055
15.4286 0.862112
15.4287 0.862169
15.4288 0.862226
15.4289 0.862283
15.429 0.86234
15.4292 0.862397
15.4293 0.862454
15.4294 0.862511
15.4295 0.862568
15.4296 0.862625
15.4298 0.862682
15.4299 0.862739
15.43 0.862796
15.4301 0.862853
15.4302 0.86291
15.4303 0.862967
15.4305 0.863024
15.4306 0.863081
15.4307 0.863138
15.4308 0.863195
15.4309 0.863252
15.4311 0.863309
15.4312 0.863366
15.4313 0.863424
15.4314 0.863481
15.4315 0.863538
15.4317 0.863595
15.4318 0.863652
15.4319 0.863709
15.432 0.863766
15.4321 0.863823
15.4322 0.86388
15.4324 0.863937
15.4325 0.863994
15.4326 0.864051
15.4327 0.864108
15.4328 0.864166
15.433 0.864223
15.4331 0.86428
15.4332 0.864337
15.4333 0.864394
15.4334 0.864451
15.4335 0.864508
15.4337 0.864565
15.4338 0.864622
15.4339 0.86468
15.434 0.864737
15.4341 0.864794
15.4343 0.864851
15.4344 0.864908
15.4345 0.864965
15.4346 0.865022
15.4347 0.86508
15.4349 0.865137
15.435 0.865194
15.4351 0.865251
15.4352 0.865308
15.4353 0.865365
15.4354 0.865422
15.4356 0.86548
15.4357 0.865537
15.4358 0.865594
15.4359 0.865651
15.436 0.865708
15.4362 0.865766
15.4363 0.865823
15.4364 0.86588
15.4365 0.865937
15.4366 0.865994
15.4368 0.866051
15.4369 0.866109
15.437 0.866166
15.4371 0.866223
15.4372 0.86628
15.4373 0.866338
15.4375 0.866395
15.4376 0.866452
15.4377 0.866509
15.4378 0.866566
15.4379 0.866624
15.4381 0.866681
15.4382 0.866738
15.4383 0.866795
15.4384 0.866853
15.4385 0.86691
15.4387 0.866967
15.4388 0.867024
15.4389 0.867082
15.439 0.867139
15.4391 0.867196
15.4392 0.867253
15.4394 0.867311
15.4395 0.867368
15.4396 0.867425
15.4397 0.867482
15.4398 0.86754
15.44 0.867597
15.4401 0.867654
15.4402 0.867711
15.4403 0.867769
15.4404 0.867826
15.4406 0.867883
15.4407 0.867941
15.4408 0.867998
15.4409 0.868055
15.441 0.868113
15.4411 0.86817
15.4413 0.868227
15.4414 0.868284
15.4415 0.868342
15.4416 0.868399
15.4417 0.868456
15.4419 0.868514
15.442 0.868571
15.4421 0.868628
15.4422 0.868686
15.4423 0.868743
15.4425 0.8688
15.4426 0.868858
15.4427 0.868915
15.4428 0.868972
15.4429 0.86903
15.443 0.869087
15.4432 0.869145
15.4433 0.869202
15.4434 0.869259
15.4435 0.869317
15.4436 0.869374
15.4438 0.869431
15.4439 0.869489
15.444 0.869546
15.4441 0.869604
15.4442 0.869661
15.4444 0.869718
15.4445 0.869776
15.4446 0.869833
15.4447 0.86989
15.4448 0.869948
15.445 0.870005
15.4451 0.870063
15.4452 0.87012
15.4453 0.870177
15.4454 0.870235
15.4455 0.870292
15.4457 0.87035
15.4458 0.870407
15.4459 0.870465
15.446 0.870522
15.4461 0.870579
15.4463 0.870637
15.4464 0.870694
15.4465 0.870752
15.4466 0.870809
15.4467 0.870867
15.4469 0.870924
15.447 0.870982
15.4471 0.871039
15.4472 0.871096
15.4473 0.871154
15.4474 0.871211
15.4476 0.871269
15.4477 0.871326
15.4478 0.871384
15.4479 0.871441
15.448 0.871499
15.4482 0.871556
15.4483 0.871614
15.4484 0.871671
15.4485 0.871729
15.4486 0.871786
15.4488 0.871844
15.4489 0.871901
15.449 0.871959
15.4491 0.872016
15.4492 0.872074
15.4494 0.872131
15.4495 0.872189
15.4496 0.872246
15.4497 0.872304
15.4498 0.872361
15.4499 0.872419
15.4501 0.872476
15.4502 0.872534
15.4503 0.872591
15.4504 0.872649
15.4505 0.872706
15.4507 0.872764
15.4508 0.872822
15.4509 0.872879
15.451 0.872937
15.4511 0.872994
15.4513 0.873052
15.4514 0.873109
15.4515 0.873167
15.4516 0.873224
15.4517 0.873282
15.4519 0.87334
15.452 0.873397
15.4521 0.873455
15.4522 0.873512
15.4523 0.87357
15.4524 0.873627
15.4526 0.873685
15.4527 0.873743
15.4528 0.8738
15.4529 0.873858
15.453 0.873915
15.4532 0.873973
15.4533 0.874031
15.4534 0.874088
15.4535 0.874146
15.4536 0.874204
15.4538 0.874261
15.4539 0.874319
15.454 0.874376
15.4541 0.874434
15.4542 0.874492
15.4544 0.874549
15.4545 0.874607
15.4546 0.874665
15.4547 0.874722
15.4548 0.87478
15.4549 0.874837
15.4551 0.874895
15.4552 0.874953
15.4553 0.87501
15.4554 0.875068
15.4555 0.875126
15.4557 0.875183
15.4558 0.875241
15.4559 0.875299
15.456 0.875356
15.4561 0.875414
15.4563 0.875472
15.4564 0.875529
15.4565 0.875587
15.4566 0.875645
15.4567 0.875703
15.4569 0.87576
15.457 0.875818
15.4571 0.875876
15.4572 0.875933
15.4573 0.875991
15.4574 0.876049
15.4576 0.876106
15.4577 0.876164
15.4578 0.876222
15.4579 0.87628
15.458 0.876337
15.4582 0.876395
15.4583 0.876453
15.4584 0.87651
15.4585 0.876568
15.4586 0.876626
15.4588 0.876684
15.4589 0.876741
15.459 0.876799
15.4591 0.876857
15.4592 0.876915
15.4594 0.876972
15.4595 0.87703
15.4596 0.877088
15.4597 0.877146
15.4598 0.877203
15.46 0.877261
15.4601 0.877319
15.4602 0.877377
15.4603 0.877435
15.4604 0.877492
15.4605 0.87755
15.4607 0.877608
15.4608 0.877666
15.4609 0.877723
15.461 0.877781
15.4611 0.877839
15.4613 0.877897
15.4614 0.877955
15.4615 0.878012
15.4616 0.87807
15.4617 0.878128
15.4619 0.878186
15.462 0.878244
15.4621 0.878302
15.4622 0.878359
15.4623 0.878417
15.4625 0.878475
15.4626 0.878533
15.4627 0.878591
15.4628 0.878649
15.4629 0.878706
15.4631 0.878764
15.4632 0.878822
15.4633 0.87888
15.4634 0.878938
15.4635 0.878996
15.4636 0.879053
15.4638 0.879111
15.4639 0.879169
15.464 0.879227
15.4641 0.879285
15.4642 0.879343
15.4644 0.879401
15.4645 0.879458
15.4646 0.879516
15.4647 0.879574
15.4648 0.879632
15.465 0.87969
15.4651 0.879748
15.4652 0.879806
15.4653 0.879864
15.4654 0.879922
15.4656 0.879979
15.4657 0.880037
15.4658 0.880095
15.4659 0.880153
15.466 0.880211
15.4662 0.880269
15.4663 0.880327
15.4664 0.880385
15.4665 0.880443
15.4666 0.880501
15.4667 0.880559
15.4669 0.880617
15.467 0.880675
15.4671 0.880732
15.4672 0.88079
15.4673 0.880848
15.4675 0.880906
15.4676 0.880964
