0.0001 0.0001
0.00180222 0.00179932
0.00316831 0.0031589
0.00447351 0.00445441
0.00572616 0.00569457
0.00694018 0.00689353
0.00812701 0.0080628
0.00929494 0.00921074
0.0104498 0.0103431
0.0115954 0.011464
0.0127347 0.012576
0.0138694 0.013681
0.0150009 0.0147804
0.01613 0.015875
0.0172574 0.0169654
0.0183835 0.0180521
0.0195086 0.0191355
0.020633 0.0202156
0.0217569 0.0212929
0.0228804 0.0223672
0.0240036 0.0234389
0.0251266 0.0245079
0.0262495 0.0255744
0.0273722 0.0266383
0.0284949 0.0276998
0.0296176 0.0287589
0.0307403 0.0298155
0.0318631 0.0308698
0.0329859 0.0319218
0.0341089 0.0329715
0.0352319 0.0340189
0.0363552 0.035064
0.0374785 0.0361069
0.0386021 0.0371476
0.0397258 0.038186
0.0408497 0.0392223
0.0419738 0.0402563
0.0430982 0.0412882
0.0442227 0.0423179
0.0453475 0.0433455
0.0464726 0.0443709
0.0475979 0.0453942
0.0487234 0.0464154
0.0498493 0.0474344
0.0509754 0.0484514
0.0521017 0.0494662
0.0532284 0.050479
0.0543553 0.0514897
0.0554825 0.0524983
0.0566101 0.0535048
0.0577379 0.0545092
0.0588661 0.0555116
0.0599945 0.056512
0.0611233 0.0575103
0.0622524 0.0585065
0.0633818 0.0595007
0.0645116 0.0604929
0.0656416 0.0614831
0.066772 0.0624712
0.0679028 0.0634574
0.0690339 0.0644415
0.0701653 0.0654236
0.0712971 0.0664037
0.0724293 0.0673818
0.0735617 0.0683579
0.0746946 0.069332
0.0758278 0.0703041
0.0769614 0.0712743
0.0780953 0.0722425
0.0792296 0.0732087
0.0803643 0.0741729
0.0814994 0.0751352
0.0826348 0.0760955
0.0837706 0.0770539
0.0849068 0.0780103
0.0860434 0.0789647
0.0871803 0.0799172
0.0883177 0.0808678
0.0894554 0.0818164
0.0905936 0.0827631
0.0917321 0.0837079
0.092871 0.0846507
0.0940104 0.0855916
0.0951501 0.0865306
0.0962902 0.0874676
0.0974308 0.0884028
0.0985717 0.089336
0.0997131 0.0902674
0.100855 0.0911968
0.101997 0.0921243
0.10314 0.09305
0.104283 0.0939737
0.105426 0.0948956
0.10657 0.0958155
0.107714 0.0967336
0.108859 0.0976498
0.110004 0.0985641
0.11115 0.0994765
0.112296 0.100387
0.113442 0.101296
0.114589 0.102203
0.115737 0.103108
0.116885 0.104011
0.118033 0.104912
0.119182 0.105811
0.120331 0.106709
0.12148 0.107604
0.12263 0.108498
0.123781 0.10939
0.124932 0.11028
0.126083 0.111169
0.127235 0.112055
0.128388 0.11294
0.12954 0.113823
0.130694 0.114704
0.131847 0.115583
0.133002 0.11646
0.134156 0.117336
0.135312 0.118209
0.136467 0.119081
0.137623 0.119951
0.13878 0.12082
0.139937 0.121686
0.141095 0.122551
