0.1 9.51351
0.2 4.59084
0.3 2.99157
0.4 2.21816
0.5 1.77245
0.6 1.48919
0.7 1.29806
0.8 1.16423
0.9 1.06863
1 1
1.1 0.951351
1.2 0.918169
1.3 0.897471
1.4 0.887264
1.5 0.886227
1.6 0.893515
1.7 0.908639
1.8 0.931384
1.9 0.961766
2 1
2.1 1.04649
2.2 1.1018
2.3 1.16671
2.4 1.24217
2.5 1.32934
2.6 1.42962
2.7 1.54469
2.8 1.67649
2.9 1.82736
3 2
3.1 2.19762
3.2 2.42397
3.3 2.68344
3.4 2.98121
3.5 3.32335
3.6 3.71702
3.7 4.17065
3.8 4.69417
3.9 5.29933
4 6
4.1 6.81262
4.2 7.75669
4.3 8.85534
4.4 10.1361
4.5 11.6317
4.6 13.3813
4.7 15.4314
4.8 17.8379
4.9 20.6674
5 24
5.1 27.9318
5.2 32.5781
5.3 38.078
5.4 44.5988
5.5 52.3428
5.6 61.5539
5.7 72.5276
5.8 85.6217
5.9 101.27
6 120
6.1 142.452
6.2 169.406
6.3 201.813
6.4 240.834
6.5 287.885
6.6 344.702
6.7 413.408
6.8 496.606
6.9 597.494
7 720
7.1 868.957
7.2 1050.32
7.3 1271.42
7.4 1541.34
7.5 1871.25
7.6 2275.03
7.7 2769.83
7.8 3376.92
7.9 4122.71
8 5040
8.1 6169.59
8.2 7562.29
8.3 9281.39
8.4 11405.9
8.5 14034.4
8.6 17290.2
8.7 21327.7
8.8 26340
8.9 32569.4
9 40320
9.1 49973.7
9.2 62010.8
9.3 77035.6
9.4 95809.5
9.5 119292
9.6 148696
9.7 185551
9.8 231792
9.9 289868
